repo,fechado_em,estado,reviews,comentarios,participantes,tamanho,descricao,criado_em,id
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
https://github.com/resume/resume.github.com,2019-06-04T20:36:17Z,CLOSED,2,0,3,2,0,2018-11-17T01:11:44Z,MDExOlB1bGxSZXF1ZXN0MjMxNjk1NTE2
